url,description,heji
https://www.douyin.com/video/7210556219432439072,春种秋收夏耕冬藏；播种和收获从不在同一个季节，日出而作日落而息，每天有干不完的农活，这样的农村生活你还向往吗 ？#抖音农机热门 #春耕备耕进行中 #新农人计划2023 #助力乡村振兴 #关注我每天为你分享更多农业知识,True
https://www.douyin.com/video/7347196780137778495,"大同：阳高县万象“耕”新不负春
春耕备耕“掀热潮”",False
https://www.douyin.com/video/7216217119178886437,#春耕备耕进行中 #春灌 #小麦  春灌全面展开,False
https://www.douyin.com/video/7074076373630897423,抢抓农时，各地全力做好春耕备耕,False
https://www.douyin.com/video/7224022239069424952,谷雨农耕忙 全国春播近两成  ，北斗卫星、辅助驾驶、补贴齐上阵！#今日谷雨 #春耕备耕进行中#谷雨是春季最后一个节气,False
https://www.douyin.com/video/7084463428848340263,不负春光，不负农，春耕备耕正当时，这个春天播下的是希望，是山河无恙。#春耕 #农村生活 #山东美好推荐官 #春耕备耕正当时 #三农,False
https://www.douyin.com/video/7210201005823167801,春耕备耕 田野乡村 春天的脚步，或疾或徐行走于平原山区；春耕的画卷，由南向北渐次铺展于片片绿洲。预防蓟马危害与防治措施在线分享#农技推广 #关注三农服务百姓 #说真话干实事,False
https://www.douyin.com/video/7219667545773624632,#支持三农扶持三农发展 #春耕备耕进行中 #乡村振兴dou行动 #新农人计划2023 #抖音助农 得到新闻联播的认可，我村实属不易@旺子,False
https://www.douyin.com/video/7346929941432339712,又是一年春耕时节 黄土高原小山村开始了给地里送粪的环节 带大家一起走进今天的送粪之旅#孟钧vlog #春耕备耕进行中 #农村生活 #我的乡村生活 #新农人2024 @DOU+小助手,True
https://www.douyin.com/video/7083205358042369320,中央电视台新闻1+1播发题为：防疫、春耕、如何两不误？                                  作为我国产粮第一大省，黑龙江自今年3月初开始也受到了疫情影响，目前不少农民在春耕备耕的同时就遇到了无法买到农资的难题。#央视新闻#哈尔滨#双城区#春耕#农资#疫情防控#三农 #农业农村部 #中央广播电视总台  #农资,False
https://www.douyin.com/video/7207666682255445303,一年之际在于春，几个老表又开始栽辣椒了！辣椒育苗方法，头年10月左右撒种到第二年2月左右从大棚移栽到地里，再盖天膜生根，待生根了以后再次移栽！#新农人计划2023 #我的乡村生活 #乡村守护人 #一份耕耘一份收获 #春耕备耕进行中,False
https://www.douyin.com/video/7341991796714638611,人勤春来早，眼下正值春耕生产关键时期，在云南省楚雄州姚安县的田间地头，采收成熟的蔬菜、小春作物田间管理、建设高标准农田的场景随处可见，到处呈现出一派生机勃勃的春耕好图景。#春耕 #世界好花在姚安 #有一种叫云南的生活,False
https://www.douyin.com/video/7216274068708953381,全国各地春灌工作全面展开 #春灌   #春耕备耕,False
https://www.douyin.com/video/7065267071331945769,山东聊城：守护运煤通道，温暖万家灯火！央视新闻点赞聊城“桥梁保姆”。,False
https://www.douyin.com/video/7050417886178970912,2022年已到，抢农时，备春耕。土地就是资源，敢干就有收获，前怕狼后怕虎，永远开不上大路虎。致富未必要经商，种地也能奔小康！#农业 #新农人 #乡野田间 #三农 #农业种植 #抖音助农 #农村 #2022年种什么,False
https://www.douyin.com/video/7204078666748284215,全国春耕备耕有序展开 农机破新土 春耕正当时 #春耕备耕   #农机装备   #春耕进行时,False
https://www.douyin.com/video/7202088031522753851,各地春耕备耕忙 稳住农业基本盘#春耕#农业,True
https://www.douyin.com/video/7088623313316039972,具体问题具体分析，防疫春耕两手抓，不误农时不误春#三农智库 #乡村振兴 #2022新农人计划 #农业 #农村 #农民 #战疫情保春耕,False
https://www.douyin.com/video/7346861797560880394,#农业机械 #新农人计划2023 #支持三农扶持三农发展 #春耕备耕进行中 #抖音助农 @抖音热点宝 @抖音创作者中心 约翰迪尔1404,True
https://www.douyin.com/video/6932429296355085581,新疆春耕备耕已由南向北陆续展开,True
https://www.douyin.com/video/7347251113848098067,财政部下达农业生产防灾救灾资金8.3亿元支持各地积极助力春耕备耕,False
https://www.douyin.com/video/7222248063820221756,"机械化育秧为春耕按下""加速键""#眉山 #仁寿 #支持三农扶持三农发展 #绿色生态农业 #春耕备耕正当时",False
https://www.douyin.com/video/7346955581921578280,琼结县加麻乡加麻村春耕仪式保留了传统的“二牛抬杠”为主的春耕仪式，整个仪式还包含了丰富多彩的文化活动，2023年列入琼结县第二批非物质文化遗产。#春耕备耕正当时,False
https://www.douyin.com/video/7345689021563145523,又到一年春耕时，在特别大的花园里面挖呀挖呀挖。#春耕备耕进行中 #秀我中国,False
https://www.douyin.com/video/7215152004216278311,春耕备耕，看现代育秧工厂如何集中育秧？,False
https://www.douyin.com/video/7220259555605892410,农业农村部最新农情调度显示，全国春播粮食面积已达1亿亩#春耕备耕进行中 （来源：中国三农  编辑：晋雅洁）,False
https://www.douyin.com/video/7210970459129646392,从农田到餐桌：了解中国农业现状 @DOU+小助手 #新农人计划2023 #乡村振兴 #优质农产品 #农业种植 #三农 #抖音助农 #三农流量扶持计划 #春耕备耕进行中,False
https://www.douyin.com/video/7209541804331453756,"风吹都匀大西门，你是黔南哪里人？
瑜瑞专打油菜根。从此不累犁田人！#抖音农机热门 #新农人计划2023 #春耕备耕进行中 #实拍原视频 #水旱两用 @抖音小助手 @抖音创作者中心",False
https://www.douyin.com/video/7346795949563350322,春耕春播正当时#春耕备耕进行中 #万物复苏的季节,False
https://www.douyin.com/video/6800633393299115279,“民以食为天”，春耕在即，为压实“米袋子”，3月2日中央出台#当前春耕的工作指南 ，今天农业部这样强调！,False
https://www.douyin.com/video/7200331632409169209,"不负春光！中国春耕图鉴
人民日报微博
2023-02-15 16:37
浏览量7.7万
近日，各地陆续进入春耕时节，田间地头一片繁忙热闹的景象。春华秋实，“耕”意味着付出，也孕育着希望和收获。一年之计在于春，在春天播下希望的种子，愿风调雨顺，盼丰收中国！#美丽的风景无处不在 #永远保持对生活的热爱 #平凡的日子里享受平凡生活 #愿一切美好与我们相伴🙏👩 #愿刷到视频的你永远健康快乐",False
https://www.douyin.com/video/7203210117850975523,新疆春耕备耕工作 由南向北陆续启动 主要农资储备到位率已达80%以上（来源：石榴云/新疆日报）#新疆 #春耕备耕,False
https://www.douyin.com/video/7346862139165986089,2024年春耕春播开始了#春耕仪式 #开耕节 #民族特色民族文化 #春耕春播,False
https://www.douyin.com/video/7218092877379849509,今天播种的是：干播湿出的侧封土👍👍咋们南方的春天是春姑娘，我们北方的春天是疯菇凉， 再美的古丽都能给你吹成买买提#新农人计划2023 #春耕备耕进行中 #能为劳动人民点个赞吗 #不管多么忙田间地头抖一抖😁😁😁,False
https://www.douyin.com/video/7209238667573955900,一年之计在于春，全年的粮食总产量，大春占了6—7成，抓不住春管春播，就端不牢中国人的饭碗。#三农 #春耕备耕进行中 #田间地头 #抖音助农 #现场实拍,False
https://www.douyin.com/video/7203671783969459493,新疆春耕备耕工作由南向北陆续启动 主要农资储备到位率已达80%以上,False
https://www.douyin.com/video/7221084768903990568,#春耕备耕进行中 #乡村守护人 #新农人计划2023,False
https://www.douyin.com/video/7342385114611059983,人勤春来早，春耕备耕忙。地处武陵山区的重庆市酉阳土家族苗族自治县，春耕备耕工作近段时间正在低海拔地区陆续展开。#春耕 #苗族 #三农 #乡村振兴,False
https://www.douyin.com/video/7235011582063807755,"全国""三夏″小麦机械化跨区作业工作会议召开， #小麦 #耕地 #粮食 #春耕 #现代化农机 #农机手 #农业科技 #春耕进行时",False
https://www.douyin.com/video/7195850998567505210,贯彻落实国务院及农业农村部有关春耕备耕要求，农大肥业全力做好2023年春耕备肥生产工作，切实保障腐植酸肥料高质量有效供给，为夺取今年粮食丰收打好“第一仗”#农大腐植酸 #春耕 #春耕备肥 #肥料,True
https://www.douyin.com/video/7202177757357362443,这些春耕农具，你们那里是这样叫的吗？#我的乡村生活 #新农人计划2023 #春耕备耕进行中,True
https://www.douyin.com/video/7080325900184702240,农业农村部重要指令！拉农用物资车不许阻拦！关于春耕备耕，农民早知道#三农#涨知识 #抖音助农,False
https://www.douyin.com/video/7331966816400526607,今年第一季水稻已经开始插秧啦#乡野田间 #春耕备耕进行中 #农田风景 #台湾,False
https://www.douyin.com/video/7337246281628126502,#联播  犁开春天 播种希望 #青海  #本地新闻  #春耕  #播种希望,False
https://www.douyin.com/video/7347210330268765455,"#春耕时节 一年之计在于春  一日之计在于晨 🔚田野处处春意浓 犏牛欢唱耕作忙🐂 
希望新的一年有大好的收获🤗🤗#民族文化 #乡村烟火气最抚凡人心",False
https://www.douyin.com/video/7090503713172753694,全力抓好春耕生产，严格落实粮食播种面积，做到防疫春耕两不误,False
https://www.douyin.com/video/7082035308392402216,农业农村部：全国春耕粮食已完成意向面积的7.6%#春耕#农业#同城热门,False
https://www.douyin.com/video/7213744847339982120,#新农人计划2023 #三农流量扶持计划 #我的乡村生活 #春耕备耕进行中 #一份耕耘一份收获 @DOU+小助手,False
https://www.douyin.com/video/7219682316791188768,种业发展趋势及方向全球种业未来发展五大趋势！中国种业未来... #农业科技 #种业,False
https://www.douyin.com/video/7060682577874668834,"《春耕·打耙》
山前雨后促春耕，播种锄头慢步行
喜面定知晴有意，犁田耙打众莺鸣
—低调军将#原创诗词 #原创作品 #创作灵感  #春耕时节 #春耕进行时 #春耕节 #春耕备耕 #春耕生产 #立春快乐 #我的农村生活",True
https://www.douyin.com/video/7065256898026589474,#春耕 #农耕 春回大地，万物萌发，春风染绿了沾益农家人的生活，一幅幅热闹的春耕备耕画卷正在珠源大地铺展开来。,False
https://www.douyin.com/video/7338062722849967360,刘国中：扎实抓好春季田间管理和春耕备耕生产,False
https://www.douyin.com/video/7345725540554329354,#春耕备耕正当时 #春耕就是农民忙碌的开始 #2024新农人计划 #田间里的声音 #几亩薄田难养家,False
https://www.douyin.com/video/7345280005649288467,甘州：春回大地万物苏 春耕备耕正当时,False
https://www.douyin.com/video/6799118952153763085,南昌县：智慧农业助力春耕备耕,False
https://www.douyin.com/video/7345429661083553036,春耕正当时，一年一季的春耕备耕开始了，你们认识我手里拿的什么吗？#春耕  #我的乡村生活 #新农人计划2024 #农村生活 #春耕备耕进行中,False
https://www.douyin.com/video/7345284983428255015,【振兴·东乡】农业生产“早”当头 奏响春耕备耕“进行曲”，东乡县凤山乡池滩村因地制宜，开展旱作农业顶凌覆膜工作。#现代农业机械,False
https://www.douyin.com/video/7081456723294260517,全国各地有序有力推进春耕备耕#春耕#粮食#化肥#农药#农民#农业,True
